date,AMZN_high,AMZN_low,AMZN_open,AMZN_close,AMZN_volume,AAPL_high,AAPL_low,AAPL_open,AAPL_close,AAPL_volume,GOOGL_high,GOOGL_low,GOOGL_open,GOOGL_close,GOOGL_volume,MSFT_high,MSFT_low,MSFT_open,MSFT_close,MSFT_volume,TSLA_high,TSLA_low,TSLA_open,TSLA_close,TSLA_volume,NFLX_high,NFLX_low,NFLX_open,NFLX_close,NFLX_volume,META_high,META_low,META_open,META_close,META_volume,NVDA_high,NVDA_low,NVDA_open,NVDA_close,NVDA_volume,SPY_high,SPY_low,SPY_open,SPY_close,SPY_volume,V_high,V_low,V_open,V_close,V_volume
2008-01-31,3.94350004196167,3.441999912261963,3.445499897003174,3.884999990463257,857718000,4.880356788635254,4.621428966522217,4.623213768005371,4.834286212921143,1345674400,14.339339256286621,13.370620727539062,13.488739013671875,14.121622085571289,594257148,32.7400016784668,31.719999313354492,31.90999984741211,32.599998474121094,103642200,1.6666669845581055,1.1693329811096191,1.2666670083999634,1.5926669836044312,281494500.0,3.621428966522217,3.1585710048675537,3.2214291095733643,3.5928568840026855,23223900,45.0,38.0,42.04999923706055,38.22999954223633,573576400.0,0.6262500286102295,0.5957499742507935,0.6159999966621399,0.6147500276565552,588708000,138.5399932861328,133.1999969482422,133.39999389648438,137.3699951171875,343680800,17.25,13.75,14.875,14.125,708486000.0
2008-02-01,3.9700000286102295,3.6684999465942383,3.9509999752044678,3.7314999103546143,327220000,4.878213882446289,4.720714092254639,4.865714073181152,4.776785850524902,1010744000,13.430179595947266,12.762763023376465,13.22998046875,12.910409927368164,703315980,33.25,30.25,31.059999465942383,30.450000762939453,291138900,2.0280001163482666,1.553333044052124,1.7193330526351929,1.5886670351028442,257806500.0,3.6571431159973145,3.509999990463257,3.544286012649536,3.627142906188965,12623100,36.65999984741211,33.0,36.529998779296875,34.029998779296875,168192700.0,0.675000011920929,0.6082500219345093,0.6134999990463257,0.671500027179718,593104000,139.61000061035156,137.52000427246094,137.94000244140625,139.5800018310547,206843600,16.25,14.375,14.600000381469727,16.087499618530273,198985200.0
2008-02-04,3.8329999446868896,3.694999933242798,3.7249999046325684,3.697499990463257,183104000,4.853570938110352,4.693571090698242,4.793213844299316,4.701786041259766,899234000,12.832331657409668,12.326075553894043,12.73948860168457,12.398147583007812,525757716,30.719999313354492,30.110000610351562,30.489999771118164,30.190000534057617,119998600,1.7280000448226929,1.3513330221176147,1.6666669845581055,1.4639999866485596,123282000.0,3.737143039703369,3.6128571033477783,3.627142906188965,3.698570966720581,11883900,33.59000015258789,30.940000534057617,32.61000061035156,31.0,101786600.0,0.6897500157356262,0.6470000147819519,0.6859999895095825,0.6504999995231628,565128000,139.3000030517578,137.63999938964844,139.2100067138672,137.82000732421875,124694300,16.924999237060547,14.75,16.809999465942383,14.932499885559082,149566400.0
2008-02-05,3.7105000019073486,3.5999999046325684,3.640000104904175,3.6045000553131104,192678000,4.785714149475098,4.603570938110352,4.658214092254639,4.619999885559082,1141042000,12.737737655639648,12.225225448608398,12.247998237609863,12.682682991027832,447683868,29.940000534057617,28.889999389648438,29.90999984741211,29.06999969482422,137534100,1.5399999618530273,1.24733304977417,1.5333329439163208,1.2799999713897705,77097000.0,3.6785709857940674,3.544286012649536,3.640000104904175,3.6085710525512695,8945300,32.5,31.360000610351562,31.3700008392334,32.0,73600000.0,0.6377500295639038,0.609499990940094,0.637499988079071,0.609749972820282,494928000,136.25,133.6699981689453,135.94000244140625,134.1300048828125,286882500,16.0625,14.954999923706055,15.145000457763672,15.8125,87092000.0
2008-02-06,3.621500015258789,3.4084999561309814,3.615000009536743,3.424499988555908,247990000,4.711429119110107,4.348928928375244,4.672500133514404,4.357142925262451,1573272400,12.792041778564453,12.460710525512695,12.791291236877441,12.555304527282715,305150544,29.350000381469727,28.290000915527344,29.280000686645508,28.520000457763672,138315600,1.3333330154418945,1.0553330183029175,1.3333330154418945,1.0740000009536743,103003500.0,3.8428568840026855,3.627142906188965,3.68571400642395,3.7171430587768555,15107400,33.209999084472656,31.770000457763672,32.95000076293945,33.029998779296875,50237200.0,0.6332499980926514,0.5964999794960022,0.6162499785423279,0.6077499985694885,557380000,135.25,132.41000366210938,134.5800018310547,133.0500030517578,250792900,16.1200008392334,15.392499923706055,15.682499885559082,15.989999771118164,43111600.0
2008-02-07,3.635499954223633,3.3610000610351562,3.368499994277954,3.5455000400543213,290034000,4.4564290046691895,4.18821382522583,4.284643173217773,4.329999923706055,2083331600,12.8676176071167,12.381381034851074,12.433934211730957,12.636385917663574,316838844,28.780000686645508,27.899999618530273,28.34000015258789,28.1200008392334,164964900,1.108667016029358,0.9986670017242432,1.0933330059051514,1.053333044052124,103825500.0,3.8399999141693115,3.6585710048675537,3.6585710048675537,3.835714101791382,16767100,32.95000076293945,31.110000610351562,32.900001525878906,31.90999984741211,37149800.0,0.6309999823570251,0.5774999856948853,0.5902500152587891,0.6137499809265137,664128000,134.7899932861328,131.72999572753906,131.8000030517578,133.92999267578125,297368100,16.184999465942383,15.662500381469727,16.012500762939453,15.727499961853027,39829600.0
2008-02-08,3.7300000190734863,3.625999927520752,3.6700000762939453,3.674999952316284,234008000,4.489285945892334,4.3428568840026855,4.360000133514404,4.481429100036621,1355972800,12.956206321716309,12.730230331420898,12.747998237609863,12.930179595947266,272882844,29.079999923706055,28.239999771118164,28.290000915527344,28.559999465942383,124872000,1.1679999828338623,1.0379999876022339,1.0759999752044678,1.1640000343322754,115671000.0,3.857142925262451,3.7185709476470947,3.7785708904266357,3.8399999141693115,10850700,31.690000534057617,28.649999618530273,31.479999542236328,28.84000015258789,78063400.0,0.6294999718666077,0.6000000238418579,0.6079999804496765,0.624750018119812,393932000,134.22000122070312,132.10000610351562,133.08999633789062,133.07000732421875,221643500,15.859999656677246,15.539999961853027,15.842499732971191,15.6899995803833,24675200.0
2008-02-11,3.7980000972747803,3.6384999752044678,3.6570000648498535,3.759500026702881,155274000,4.6421427726745605,4.5428571701049805,4.571785926818848,4.623213768005371,1201432400,13.105855941772461,12.847847938537598,13.026025772094727,13.042041778564453,232806960,28.610000610351562,27.90999984741211,28.520000457763672,28.209999084472656,156814100,1.1933330297470093,1.1033329963684082,1.1720000505447388,1.159999966621399,60759000.0,3.864285945892334,3.819999933242798,3.851428985595703,3.8414289951324463,9594900,29.549999237060547,27.860000610351562,28.700000762939453,28.190000534057617,57267900.0,0.640250027179718,0.6225000023841858,0.6299999952316284,0.6267499923706055,503732000,134.22999572753906,132.0399932861328,133.10000610351562,133.75,188576300,15.869999885559082,15.512499809265137,15.649999618530273,15.59000015258789,22157200.0
2008-02-12,3.8524999618530273,3.689500093460083,3.7715001106262207,3.7225000858306885,188980000,4.6785712242126465,4.414999961853027,4.6678571701049805,4.459286212921143,1225980000,13.278278350830078,12.83858871459961,13.097847938537598,12.965214729309082,266225508,28.6200008392334,28.110000610351562,28.43000030517578,28.34000015258789,84365900,1.2046669721603394,1.1333329677581787,1.196666955947876,1.136667013168335,33037500.0,3.895714044570923,3.7871429920196533,3.8557140827178955,3.8428568840026855,7427700,29.670000076293945,26.829999923706055,28.549999237060547,29.600000381469727,111639200.0,0.6589999794960022,0.6327499747276306,0.6362500190734863,0.6499999761581421,609688000,136.30999755859375,133.97999572753906,134.91000366210938,134.99000549316406,256654400,15.920000076293945,15.077500343322754,15.765000343322754,15.40250015258789,60410800.0
2008-02-13,3.942500114440918,3.6635000705718994,3.749500036239624,3.8864998817443848,221406000,4.635000228881836,4.486785888671875,4.524285793304443,4.621428966522217,968534000,13.388137817382812,12.980230331420898,13.075575828552246,13.378878593444824,264723012,29.049999237060547,28.530000686645508,28.6200008392334,28.959999084472656,88986200,1.2426669597625732,1.1266670227050781,1.1593329906463623,1.2093329429626465,40201500.0,3.9071431159973145,3.809999942779541,3.867142915725708,3.9014289379119873,7099400,29.149999618530273,27.389999389648438,28.889999389648438,27.719999313354492,41855500.0,0.6775000095367432,0.6480000019073486,0.6549999713897705,0.6754999756813049,742312000,137.05999755859375,135.13999938964844,136.00999450683594,136.3699951171875,181967800,15.579999923706055,15.125,15.430000305175781,15.579999923706055,43836400.0
